Property ID,Building Type,Year Built,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
Th50019115,Apartment,2007,2022-04-04,3,14045,903,8 out of 10,Built Area,Area 218,Navi Mumbai,Furnished,Bachelors/Family,3,Contact Agent
Th50019116,Apartment,2010,2022-04-02,3,19635,1177,3 out of 16,Super Area,Area 611,Surat,Furnished,Bachelors/Family,2,Contact Owner
Th50019117,Apartment,2015,2022-05-21,3,14898,994,1 out of 3,Super Area,Area 369,Vadodara,Furnished,Family,3,Contact Agent
Th50019118,Apartment,1999,2022-05-03,3,10180,754,3 out of 20,Built Area,Area 416,Chennai,Semi-Furnished,Bachelors,3,Contact Owner
Th50019119,Apartment,2014,2022-05-28,3,9030,815,10 out of 5,Carpet Area,Area 586,Nashik,Furnished,Bachelors,3,Contact Owner
Th50019120,Apartment,2006,2022-05-08,1,13024,1389,2 out of 14,Super Area,Area 504,Kanpur,Semi-Furnished,Family,2,Contact Owner
Th50019121,Apartment,2020,2022-05-01,1,19910,1181,5 out of 7,Carpet Area,Area 160,Jaipur,Unfurnished,Bachelors,3,Contact Agent
Th50019122,Apartment,2007,2022-06-08,1,12402,943,10 out of 6,Plot Area,Area 138,Delhi,Furnished,Bachelors/Family,3,Contact Agent
Th50019123,Apartment,2013,2022-06-20,1,11864,1327,2 out of 17,Built Area,Area 620,Mysore,Semi-Furnished,Family,1,Contact Owner
Th50019124,Apartment,2000,2022-04-22,2,27159,1376,5 out of 12,Super Area,Area 560,Aurangabad,Unfurnished,Bachelors/Family,2,Contact Owner
Th50019125,Apartment,2008,2022-06-23,1,14748,1194,3 out of 16,Plot Area,Area 897,Kalyan-Dombivli,Unfurnished,Bachelors,2,Contact Owner
Th50019126,Apartment,2010,2022-05-21,3,12760,1235,9 out of 5,Carpet Area,Area 761,Jodhpur,Unfurnished,Family,3,Contact Owner
Th50019127,Apartment,1991,2022-04-12,2,6971,508,2 out of 18,Carpet Area,Area 656,Ahmedabad,Furnished,Bachelors/Family,3,Contact Agent
Th50019128,Apartment,2012,2022-05-07,1,10580,859,1 out of 19,Carpet Area,Area 204,Delhi,Furnished,Family,3,Contact Owner
Th50019129,Apartment,2019,2022-06-30,3,6814,526,4 out of 4,Carpet Area,Area 786,Bhopal,Semi-Furnished,Bachelors,3,Contact Agent
Th50019130,Apartment,2008,2022-05-25,1,11074,719,8 out of 3,Super Area,Area 438,Kalyan-Dombivli,Unfurnished,Family,1,Contact Agent
Th50019131,Apartment,1996,2022-04-08,2,24339,1345,1 out of 7,Super Area,Area 241,Kalyan-Dombivli,Unfurnished,Bachelors,2,Contact Agent
Th50019132,Apartment,1997,2022-04-20,2,18294,1146,1 out of 15,Plot Area,Area 874,Varanasi,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50019133,Apartment,2008,2022-04-03,3,22855,1276,5 out of 19,Carpet Area,Area 855,Bhopal,Furnished,Bachelors,3,Contact Agent
Th50019134,Apartment,2006,2022-05-09,3,8493,1179,4 out of 5,Built Area,Area 490,Navi Mumbai,Unfurnished,Family,2,Contact Owner
Th50019135,Apartment,2012,2022-05-04,1,6057,562,9 out of 12,Super Area,Area 138,Surat,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50019136,Apartment,1990,2022-06-29,1,4895,677,7 out of 18,Super Area,Area 863,Noida,Unfurnished,Bachelors/Family,3,Contact Owner
Th50019137,Apartment,2014,2022-05-23,3,13159,808,3 out of 19,Plot Area,Area 846,Lucknow,Semi-Furnished,Bachelors,2,Contact Agent
Th50019138,Apartment,2008,2022-04-29,1,5626,744,7 out of 7,Plot Area,Area 349,Faridabad,Unfurnished,Family,1,Contact Owner
Th50019139,Apartment,2011,2022-06-28,2,6509,767,7 out of 6,Super Area,Area 301,Ghaziabad,Unfurnished,Family,1,Contact Owner
Th50019140,Apartment,2021,2022-04-14,3,3796,757,2 out of 20,Super Area,Area 119,Jodhpur,Unfurnished,Bachelors,2,Contact Agent
Th50019141,Apartment,2003,2022-06-24,1,15941,1343,10 out of 4,Carpet Area,Area 903,Ranchi,Furnished,Bachelors/Family,1,Contact Owner
Th50019142,Apartment,1992,2022-06-12,2,10782,866,8 out of 15,Plot Area,Area 862,Surat,Unfurnished,Family,1,Contact Owner
Th50019143,Apartment,1993,2022-07-03,1,4059,692,2 out of 12,Built Area,Area 338,Vadodara,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50019144,Apartment,2020,2022-04-27,3,4150,512,1 out of 4,Super Area,Area 626,Indore,Furnished,Bachelors,1,Contact Agent
Th50019145,Apartment,2001,2022-06-30,3,4110,686,4 out of 19,Built Area,Area 237,Amritsar,Unfurnished,Family,1,Contact Owner
Th50019146,Apartment,2004,2022-05-08,2,13300,849,3 out of 15,Carpet Area,Area 245,Ahmedabad,Semi-Furnished,Family,2,Contact Agent
Th50019147,Apartment,2005,2022-04-28,1,10040,659,5 out of 3,Plot Area,Area 371,Bangalore,Semi-Furnished,Family,2,Contact Agent
Th50019148,Apartment,2006,2022-06-21,2,23439,1314,9 out of 5,Built Area,Area 420,Lucknow,Furnished,Family,2,Contact Owner
Th50019149,Apartment,2015,2022-07-03,2,9721,799,7 out of 17,Plot Area,Area 981,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
Th50019150,Apartment,2018,2022-05-30,2,6725,663,10 out of 4,Plot Area,Area 425,Indore,Unfurnished,Bachelors,3,Contact Agent
Th50019151,Apartment,2007,2022-05-11,1,17736,1046,9 out of 18,Plot Area,Area 728,Indore,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50019152,Apartment,1999,2022-06-12,2,10591,584,1 out of 16,Super Area,Area 927,Ahmedabad,Unfurnished,Family,3,Contact Owner
Th50019153,Apartment,1998,2022-06-03,3,9518,748,6 out of 6,Built Area,Area 864,Thane,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50019154,Apartment,1996,2022-06-17,2,20552,1074,3 out of 9,Built Area,Area 843,Gwalior,Furnished,Family,1,Contact Agent
Th50019155,Apartment,2004,2022-05-01,1,8869,536,3 out of 4,Carpet Area,Area 111,Kalyan-Dombivli,Semi-Furnished,Family,3,Contact Agent
Th50019156,Apartment,1993,2022-04-28,3,8438,750,8 out of 10,Plot Area,Area 907,Lucknow,Unfurnished,Bachelors/Family,2,Contact Owner
Th50019157,Apartment,1991,2022-05-30,1,6889,515,4 out of 19,Built Area,Area 516,Jodhpur,Furnished,Bachelors,1,Contact Owner
Th50019158,Apartment,2001,2022-05-05,3,23519,1257,6 out of 9,Plot Area,Area 224,Chandigarh,Furnished,Family,3,Contact Owner
Th50019159,Apartment,2014,2022-04-18,1,16186,964,5 out of 9,Built Area,Area 925,Ghaziabad,Furnished,Family,3,Contact Owner
Th50019160,Apartment,2010,2022-06-27,2,7811,709,2 out of 7,Built Area,Area 440,Mysore,Furnished,Bachelors/Family,1,Contact Owner
Th50019161,Apartment,1993,2022-04-12,3,10867,648,10 out of 12,Carpet Area,Area 683,Meerut,Unfurnished,Bachelors,2,Contact Owner
Th50019162,Apartment,2018,2022-05-04,2,9991,1212,1 out of 14,Super Area,Area 266,Ranchi,Furnished,Bachelors/Family,3,Contact Owner
Th50019163,Apartment,1997,2022-04-22,3,9756,862,6 out of 11,Super Area,Area 614,Kalyan-Dombivli,Unfurnished,Family,2,Contact Agent
Th50019164,Apartment,1994,2022-05-21,1,21555,1176,8 out of 16,Plot Area,Area 220,Surat,Semi-Furnished,Family,1,Contact Owner
Th50019165,Apartment,1992,2022-07-01,1,16000,841,7 out of 14,Super Area,Area 792,Hyderabad,Semi-Furnished,Family,3,Contact Owner
Th50019166,Apartment,1999,2022-06-18,3,16829,1313,6 out of 5,Super Area,Area 961,Agra,Semi-Furnished,Bachelors,1,Contact Owner
Th50019167,Apartment,1999,2022-04-28,1,16583,1393,10 out of 4,Built Area,Area 937,Ghaziabad,Furnished,Bachelors,2,Contact Owner
Th50019168,Apartment,2011,2022-04-17,1,6063,1156,10 out of 14,Super Area,Area 801,Faridabad,Semi-Furnished,Bachelors,2,Contact Agent
Th50019169,Apartment,2008,2022-06-17,2,14033,792,6 out of 14,Plot Area,Area 386,Coimbatore,Unfurnished,Bachelors/Family,3,Contact Owner
Th50019170,Apartment,2016,2022-04-29,1,18317,918,7 out of 12,Carpet Area,Area 778,Mangalore,Semi-Furnished,Bachelors,2,Contact Agent
Th50019171,Apartment,2002,2022-05-27,1,16902,873,8 out of 18,Plot Area,Area 332,Jaipur,Unfurnished,Family,1,Contact Agent
Th50019172,Apartment,1991,2022-07-03,2,13902,823,9 out of 3,Built Area,Area 337,Coimbatore,Unfurnished,Family,2,Contact Owner
Th50019173,Apartment,1993,2022-06-20,2,16512,1000,5 out of 17,Plot Area,Area 930,Jaipur,Furnished,Family,2,Contact Owner
Th50019174,Apartment,1990,2022-04-27,1,19245,1232,3 out of 9,Carpet Area,Area 967,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50019175,Apartment,1996,2022-07-10,1,6619,1195,1 out of 4,Carpet Area,Area 412,Coimbatore,Furnished,Bachelors,1,Contact Agent
Th50019176,Apartment,1992,2022-06-08,1,13337,1189,6 out of 16,Super Area,Area 779,Patna,Furnished,Bachelors,1,Contact Agent
Th50019177,Apartment,2017,2022-05-20,3,13259,1036,8 out of 13,Built Area,Area 197,Jodhpur,Furnished,Bachelors,2,Contact Agent
Th50019178,Apartment,2003,2022-04-05,1,15683,1265,5 out of 3,Built Area,Area 143,Ranchi,Furnished,Bachelors/Family,2,Contact Agent
Th50019179,Apartment,1997,2022-05-09,3,7265,742,9 out of 4,Plot Area,Area 786,Ranchi,Unfurnished,Bachelors/Family,3,Contact Agent
Th50019180,Apartment,2014,2022-07-08,2,13056,1106,9 out of 11,Plot Area,Area 157,Chandigarh,Semi-Furnished,Bachelors/Family,1,Contact Owner
Th50019181,Apartment,1998,2022-07-02,3,15094,1108,8 out of 11,Carpet Area,Area 175,Ahmedabad,Unfurnished,Bachelors,1,Contact Agent
Th50019182,Apartment,2021,2022-06-03,2,7986,1234,10 out of 6,Plot Area,Area 956,Amritsar,Furnished,Bachelors/Family,1,Contact Owner
Th50019183,Apartment,1996,2022-06-23,2,10198,682,1 out of 10,Super Area,Area 677,Pune,Unfurnished,Bachelors,2,Contact Owner
Th50019184,Apartment,2008,2022-06-11,3,9968,826,7 out of 9,Super Area,Area 822,Mumbai,Semi-Furnished,Family,1,Contact Agent
Th50019185,Apartment,2008,2022-04-11,1,10059,864,6 out of 19,Carpet Area,Area 578,Aurangabad,Semi-Furnished,Bachelors,3,Contact Agent
Th50019186,Apartment,2002,2022-06-27,2,16302,984,9 out of 7,Plot Area,Area 416,Rajkot,Unfurnished,Bachelors,3,Contact Agent
Th50019187,Apartment,1995,2022-05-19,1,8561,554,2 out of 13,Super Area,Area 593,Jaipur,Furnished,Family,3,Contact Owner
Th50019188,Apartment,2016,2022-06-03,2,11017,993,4 out of 5,Built Area,Area 932,Meerut,Furnished,Family,1,Contact Agent
Th50019189,Apartment,2003,2022-04-14,3,20308,1113,5 out of 10,Super Area,Area 593,Faridabad,Furnished,Bachelors/Family,1,Contact Owner
Th50019190,Apartment,2012,2022-06-26,3,4280,730,6 out of 20,Carpet Area,Area 961,Nagpur,Unfurnished,Bachelors/Family,3,Contact Owner
Th50019191,Apartment,1996,2022-06-28,1,15345,1164,7 out of 10,Built Area,Area 804,Rajkot,Unfurnished,Family,2,Contact Owner
Th50019192,Apartment,2014,2022-05-16,1,8713,1188,6 out of 14,Super Area,Area 143,Nagpur,Furnished,Bachelors,3,Contact Owner
Th50019193,Apartment,2002,2022-05-01,2,19109,1154,5 out of 5,Built Area,Area 440,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
Th50019194,Apartment,1991,2022-04-06,2,8711,566,1 out of 19,Plot Area,Area 563,Noida,Furnished,Bachelors/Family,2,Contact Agent
Th50019195,Apartment,1995,2022-06-27,3,21100,1177,4 out of 6,Super Area,Area 155,Indore,Unfurnished,Bachelors,2,Contact Agent
Th50019196,Apartment,1996,2022-04-01,2,9629,1152,8 out of 6,Carpet Area,Area 830,Chennai,Unfurnished,Bachelors,2,Contact Agent
Th50019197,Apartment,1991,2022-06-28,2,5665,768,3 out of 14,Carpet Area,Area 114,Delhi,Semi-Furnished,Bachelors,3,Contact Owner
Th50019198,Apartment,1997,2022-05-18,3,15281,826,8 out of 4,Super Area,Area 638,Pune,Unfurnished,Family,3,Contact Agent
Th50019199,Apartment,2008,2022-04-30,1,24144,1303,1 out of 8,Super Area,Area 663,Ranchi,Semi-Furnished,Bachelors,3,Contact Agent
Th50019200,Apartment,2021,2022-06-28,2,12129,1145,2 out of 13,Carpet Area,Area 399,Varanasi,Unfurnished,Bachelors/Family,2,Contact Owner
Th50019201,Apartment,2010,2022-05-06,2,9662,886,10 out of 14,Plot Area,Area 689,Chennai,Semi-Furnished,Bachelors,1,Contact Owner
Th50019202,Apartment,2012,2022-06-01,2,9713,749,1 out of 17,Carpet Area,Area 226,Jaipur,Unfurnished,Bachelors,2,Contact Agent
Th50019203,Apartment,2007,2022-07-04,2,15183,1161,6 out of 8,Super Area,Area 202,Agra,Furnished,Family,1,Contact Owner
Th50019204,Apartment,2020,2022-04-26,1,15551,1224,7 out of 16,Super Area,Area 697,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50019205,Apartment,2004,2022-04-23,2,13694,716,9 out of 6,Plot Area,Area 217,Vadodara,Unfurnished,Bachelors/Family,1,Contact Agent
Th50019206,Apartment,2005,2022-05-12,2,11485,735,3 out of 8,Built Area,Area 606,Mumbai,Unfurnished,Family,1,Contact Owner
Th50019207,Apartment,2013,2022-05-05,3,13502,723,3 out of 14,Built Area,Area 568,Chandigarh,Furnished,Family,3,Contact Owner
Th50019208,Apartment,2001,2022-06-25,2,7936,921,6 out of 17,Built Area,Area 448,Chandigarh,Semi-Furnished,Family,2,Contact Owner
Th50019209,Apartment,2011,2022-06-01,1,21185,1228,3 out of 14,Built Area,Area 696,Indore,Unfurnished,Family,3,Contact Agent
Th50019210,Apartment,2016,2022-05-05,2,5519,521,6 out of 18,Super Area,Area 270,Mangalore,Furnished,Family,3,Contact Agent
Th50019211,Apartment,2003,2022-06-29,2,17789,1315,9 out of 17,Built Area,Area 632,Nashik,Semi-Furnished,Bachelors,2,Contact Agent
Th50019212,Apartment,2005,2022-06-15,2,9069,1177,3 out of 15,Carpet Area,Area 941,Kanpur,Furnished,Bachelors,1,Contact Agent
Th50019213,Apartment,2009,2022-07-05,1,24756,1392,10 out of 7,Built Area,Area 162,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50019214,Apartment,2005,2022-05-18,3,19042,1255,3 out of 17,Super Area,Area 486,Pune,Unfurnished,Bachelors/Family,2,Contact Agent
Th50019215,Apartment,2017,2022-04-29,1,8159,1113,1 out of 7,Plot Area,Area 506,Vijayawada,Semi-Furnished,Family,2,Contact Owner
Th50019216,Apartment,2000,2022-06-23,3,9525,550,7 out of 16,Plot Area,Area 837,Agra,Semi-Furnished,Bachelors/Family,1,Contact Agent
Th50019217,Apartment,2006,2022-06-20,3,12918,768,10 out of 20,Carpet Area,Area 481,Pune,Semi-Furnished,Bachelors,1,Contact Agent
Th50019218,Apartment,2003,2022-06-23,2,10719,783,9 out of 9,Super Area,Area 630,Rajkot,Unfurnished,Family,3,Contact Agent
Th50019219,Apartment,2014,2022-04-13,3,7703,1193,1 out of 14,Super Area,Area 640,Ludhiana,Furnished,Bachelors,2,Contact Agent
Th50019220,Apartment,1999,2022-06-18,2,12348,639,4 out of 10,Super Area,Area 201,Vijayawada,Furnished,Family,2,Contact Agent
Th50019221,Apartment,2015,2022-04-24,1,15064,924,7 out of 4,Carpet Area,Area 905,Mangalore,Furnished,Bachelors/Family,1,Contact Agent
Th50019222,Apartment,2011,2022-06-09,3,17569,1151,10 out of 15,Built Area,Area 607,Surat,Unfurnished,Bachelors,2,Contact Agent
Th50019223,Apartment,2015,2022-07-05,3,20496,1172,5 out of 13,Built Area,Area 679,Kanpur,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50019224,Apartment,1991,2022-06-01,2,8323,670,5 out of 17,Built Area,Area 353,Delhi,Furnished,Family,1,Contact Owner
Th50019225,Apartment,2019,2022-06-15,1,9856,1236,4 out of 11,Super Area,Area 464,Kolkata,Unfurnished,Bachelors/Family,3,Contact Agent
Th50019226,Apartment,1996,2022-04-25,3,17412,1272,7 out of 7,Super Area,Area 268,Agra,Semi-Furnished,Bachelors,3,Contact Owner
Th50019227,Apartment,2013,2022-05-26,1,13879,1244,4 out of 18,Plot Area,Area 485,Nagpur,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50019228,Apartment,2009,2022-04-03,3,6252,779,3 out of 3,Carpet Area,Area 237,Bhopal,Furnished,Bachelors/Family,3,Contact Owner
Th50019229,Apartment,1993,2022-05-01,3,12573,654,8 out of 9,Built Area,Area 856,Mysore,Furnished,Bachelors/Family,2,Contact Owner
Th50019230,Apartment,1993,2022-05-27,2,10397,527,6 out of 9,Super Area,Area 997,Jodhpur,Furnished,Bachelors/Family,2,Contact Owner
Th50019231,Apartment,2003,2022-07-03,1,12131,672,6 out of 13,Carpet Area,Area 503,Gwalior,Unfurnished,Bachelors,1,Contact Owner
Th50019232,Apartment,2021,2022-05-16,2,6441,668,10 out of 10,Super Area,Area 681,Mumbai,Furnished,Family,3,Contact Agent
Th50019233,Apartment,2017,2022-04-23,3,14838,746,10 out of 19,Built Area,Area 652,Jodhpur,Furnished,Bachelors,1,Contact Owner
Th50019234,Apartment,2006,2022-04-19,3,16536,1231,3 out of 9,Built Area,Area 840,Coimbatore,Unfurnished,Family,3,Contact Owner
Th50019235,Apartment,2000,2022-04-25,1,12514,1177,5 out of 11,Super Area,Area 411,Kalyan-Dombivli,Semi-Furnished,Bachelors,3,Contact Owner
Th50019236,Apartment,2020,2022-04-03,3,12145,965,8 out of 17,Built Area,Area 785,Ahmedabad,Unfurnished,Bachelors,2,Contact Agent
Th50019237,Apartment,2004,2022-06-03,3,22114,1175,2 out of 4,Built Area,Area 766,Bangalore,Furnished,Bachelors,2,Contact Owner
Th50019238,Apartment,2002,2022-04-01,1,14659,766,2 out of 20,Super Area,Area 132,Noida,Furnished,Family,2,Contact Agent
Th50019239,Apartment,2009,2022-06-05,3,18490,1364,7 out of 12,Built Area,Area 404,Ranchi,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50019240,Apartment,1991,2022-06-06,2,10080,911,1 out of 12,Plot Area,Area 685,Jodhpur,Semi-Furnished,Family,1,Contact Owner
Th50019241,Apartment,2008,2022-05-18,3,7142,974,6 out of 20,Carpet Area,Area 615,Thane,Furnished,Bachelors,2,Contact Owner
Th50019242,Apartment,2004,2022-05-17,2,7164,1247,4 out of 20,Built Area,Area 403,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
Th50019243,Apartment,2014,2022-04-05,1,19776,1110,8 out of 10,Built Area,Area 751,Vadodara,Unfurnished,Bachelors/Family,1,Contact Owner
Th50019244,Apartment,1997,2022-06-25,2,7813,1046,7 out of 17,Built Area,Area 526,Delhi,Furnished,Family,1,Contact Agent
Th50019245,Apartment,1991,2022-05-31,1,17434,1010,4 out of 18,Built Area,Area 786,Meerut,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50019246,Apartment,2001,2022-04-21,3,19931,1251,1 out of 12,Super Area,Area 638,Mangalore,Unfurnished,Bachelors,1,Contact Agent
Th50019247,Apartment,2001,2022-06-18,3,16584,1050,10 out of 3,Built Area,Area 795,Chennai,Furnished,Bachelors/Family,1,Contact Owner
Th50019248,Apartment,2012,2022-05-13,1,24454,1352,3 out of 10,Super Area,Area 190,Patna,Semi-Furnished,Bachelors,3,Contact Agent
Th50019249,Apartment,2010,2022-07-09,2,16318,871,7 out of 11,Built Area,Area 172,Vijayawada,Unfurnished,Bachelors/Family,2,Contact Owner
Th50019250,Apartment,2019,2022-06-02,2,12049,1399,5 out of 20,Built Area,Area 513,Ahmedabad,Unfurnished,Bachelors,2,Contact Owner
Th50019251,Apartment,2003,2022-05-15,3,6494,912,9 out of 5,Built Area,Area 887,Mumbai,Unfurnished,Family,1,Contact Agent
Th50019252,Apartment,1996,2022-04-02,3,25000,1363,7 out of 7,Built Area,Area 250,Rajkot,Unfurnished,Family,3,Contact Agent
Th50019253,Apartment,2017,2022-06-28,2,10313,1130,6 out of 14,Super Area,Area 205,Ludhiana,Semi-Furnished,Family,2,Contact Agent
Th50019254,Apartment,2006,2022-04-23,2,6871,924,7 out of 4,Carpet Area,Area 254,Mangalore,Semi-Furnished,Bachelors,1,Contact Owner
Th50019255,Apartment,2003,2022-05-30,3,17594,1049,6 out of 10,Super Area,Area 686,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent
Th50019256,Apartment,2011,2022-07-03,1,25471,1375,8 out of 9,Super Area,Area 829,Gwalior,Unfurnished,Bachelors/Family,1,Contact Owner
Th50019257,Apartment,2016,2022-04-07,2,6874,775,10 out of 20,Plot Area,Area 848,Jodhpur,Furnished,Family,1,Contact Owner
Th50019258,Apartment,2021,2022-06-29,3,14121,1392,5 out of 9,Built Area,Area 603,Noida,Unfurnished,Bachelors/Family,2,Contact Owner
Th50019259,Apartment,2020,2022-05-06,2,9795,615,2 out of 14,Built Area,Area 842,Patna,Unfurnished,Bachelors/Family,1,Contact Owner
Th50019260,Apartment,2015,2022-05-07,1,12250,961,3 out of 6,Plot Area,Area 418,Meerut,Furnished,Bachelors,2,Contact Owner
Th50019261,Apartment,1992,2022-06-21,1,12251,807,4 out of 6,Carpet Area,Area 645,Kanpur,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50019262,Apartment,2015,2022-05-13,2,18834,1342,3 out of 9,Carpet Area,Area 638,Agra,Unfurnished,Bachelors/Family,3,Contact Agent
Th50019263,Apartment,1994,2022-06-06,2,13604,1181,10 out of 4,Built Area,Area 796,Lucknow,Unfurnished,Bachelors,2,Contact Owner
Th50019264,Apartment,1996,2022-05-17,2,21372,1269,3 out of 3,Carpet Area,Area 699,Vijayawada,Furnished,Family,2,Contact Owner
Th50019265,Apartment,1999,2022-05-24,2,19903,1068,7 out of 13,Built Area,Area 659,Nashik,Unfurnished,Bachelors,1,Contact Owner
Th50019266,Apartment,2000,2022-05-09,2,6077,1005,10 out of 3,Plot Area,Area 576,Indore,Unfurnished,Family,2,Contact Owner
Th50019267,Apartment,2001,2022-05-10,1,14269,1313,3 out of 13,Built Area,Area 849,Ludhiana,Unfurnished,Family,1,Contact Owner
Th50019268,Apartment,1990,2022-04-28,3,7665,655,8 out of 10,Plot Area,Area 515,Lucknow,Unfurnished,Family,3,Contact Owner
Th50019269,Apartment,2012,2022-06-17,3,11803,1194,7 out of 3,Plot Area,Area 123,Jaipur,Furnished,Bachelors,2,Contact Owner
Th50019270,Apartment,2005,2022-07-05,2,10732,827,4 out of 4,Plot Area,Area 756,Nashik,Semi-Furnished,Bachelors/Family,1,Contact Agent
Th50019271,Apartment,1999,2022-04-15,3,18350,1150,3 out of 15,Plot Area,Area 930,Pune,Semi-Furnished,Bachelors,3,Contact Owner
Th50019272,Apartment,2020,2022-06-10,2,8810,530,2 out of 15,Built Area,Area 212,Jodhpur,Furnished,Family,3,Contact Owner
Th50019273,Apartment,1990,2022-06-16,3,13757,768,6 out of 8,Super Area,Area 268,Ahmedabad,Semi-Furnished,Family,3,Contact Owner
Th50019274,Apartment,2001,2022-05-18,2,4957,542,5 out of 9,Carpet Area,Area 605,Kanpur,Furnished,Family,1,Contact Agent
Th50019275,Apartment,1995,2022-04-29,2,14941,1292,4 out of 14,Built Area,Area 189,Vijayawada,Unfurnished,Family,3,Contact Owner
Th50019276,Apartment,1995,2022-04-28,2,5574,997,2 out of 12,Built Area,Area 668,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50019277,Apartment,2011,2022-06-14,3,11300,653,3 out of 7,Super Area,Area 770,Bhopal,Unfurnished,Bachelors/Family,1,Contact Agent
Th50019278,Apartment,2019,2022-06-06,1,10845,602,1 out of 5,Carpet Area,Area 673,Bangalore,Unfurnished,Family,2,Contact Owner
Th50019279,Apartment,2015,2022-05-20,3,14965,804,8 out of 18,Super Area,Area 651,Mumbai,Furnished,Bachelors,2,Contact Agent
Th50019280,Apartment,1991,2022-04-01,2,9941,1330,5 out of 17,Super Area,Area 533,Kanpur,Unfurnished,Family,3,Contact Agent
Th50019281,Apartment,2009,2022-07-06,3,11184,915,6 out of 20,Super Area,Area 731,Ranchi,Unfurnished,Bachelors,1,Contact Owner
Th50019282,Apartment,1992,2022-06-10,1,15732,1016,5 out of 17,Plot Area,Area 856,Indore,Furnished,Family,3,Contact Owner
Th50019283,Apartment,2008,2022-05-06,1,7943,586,3 out of 7,Super Area,Area 545,Pune,Semi-Furnished,Bachelors/Family,1,Contact Owner
Th50019284,Apartment,2000,2022-04-26,1,14692,1234,9 out of 7,Super Area,Area 954,Navi Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50019285,Apartment,2020,2022-05-15,2,5875,871,7 out of 19,Built Area,Area 876,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
Th50019286,Apartment,1991,2022-05-21,3,13458,1330,6 out of 20,Plot Area,Area 655,Faridabad,Semi-Furnished,Bachelors,3,Contact Owner
Th50019287,Apartment,2003,2022-04-30,3,5963,633,3 out of 17,Built Area,Area 632,Nagpur,Furnished,Family,3,Contact Owner
Th50019288,Apartment,1990,2022-05-08,2,8727,520,9 out of 9,Built Area,Area 883,Agra,Semi-Furnished,Bachelors,2,Contact Agent
Th50019289,Apartment,2008,2022-04-23,1,8578,966,8 out of 14,Carpet Area,Area 870,Indore,Semi-Furnished,Family,1,Contact Agent
Th50019290,Apartment,1992,2022-05-23,1,18089,1293,8 out of 18,Super Area,Area 810,Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent
Th50019291,Apartment,1994,2022-04-14,1,11653,1226,2 out of 4,Carpet Area,Area 271,Surat,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50019292,Apartment,2019,2022-06-27,1,10227,758,3 out of 20,Carpet Area,Area 539,Pune,Unfurnished,Bachelors,3,Contact Agent
Th50019293,Apartment,2004,2022-04-10,1,12954,1011,2 out of 6,Plot Area,Area 313,Patna,Unfurnished,Family,3,Contact Owner
Th50019294,Apartment,2013,2022-05-04,3,20110,1248,2 out of 17,Built Area,Area 793,Noida,Furnished,Bachelors/Family,1,Contact Agent
Th50019295,Apartment,2010,2022-04-30,1,17405,1073,3 out of 16,Carpet Area,Area 286,Kanpur,Furnished,Bachelors,2,Contact Agent
Th50019296,Apartment,1997,2022-05-19,3,16857,1050,7 out of 11,Super Area,Area 263,Ludhiana,Furnished,Bachelors/Family,2,Contact Agent
Th50019297,Apartment,2014,2022-06-10,2,13543,1083,8 out of 17,Carpet Area,Area 508,Thane,Unfurnished,Bachelors/Family,3,Contact Owner
Th50019298,Apartment,1990,2022-04-12,3,4926,613,10 out of 18,Carpet Area,Area 261,Ludhiana,Unfurnished,Family,1,Contact Owner
Th50019299,Apartment,1996,2022-05-17,3,22502,1136,7 out of 7,Built Area,Area 387,Jodhpur,Furnished,Bachelors,1,Contact Agent
Th50019300,Apartment,1993,2022-04-20,3,9310,1067,2 out of 7,Carpet Area,Area 794,Hyderabad,Semi-Furnished,Family,1,Contact Owner
Th50019301,Apartment,2013,2022-05-01,2,5011,937,6 out of 16,Plot Area,Area 458,Gwalior,Semi-Furnished,Family,2,Contact Owner
Th50019302,Apartment,2011,2022-06-23,2,5920,614,10 out of 10,Super Area,Area 327,Kanpur,Unfurnished,Bachelors/Family,3,Contact Owner
